"Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price","Brand","Model"
"Hyderabad","2008","75000","Diesel","Manual","Second","17.7","1399","68","5","3","Ford","Fusion"
"Coimbatore","2015","41008","Petrol","Manual","Second","20.36","1197","78.9","5","4.87","Hyundai","i10"
"Jaipur","2014","65000","Diesel","Manual","First","24.4","1120","71","5","6","Hyundai","Xcent"
"Mumbai","2015","19000","Diesel","Automatic","First","18.19","1968","174.5","5","15.5","Skoda","Superb"
"Pune","2008","74000","Petrol","Manual","Second","16.6","1388","68","5","1.6","Ford","Fiesta"
"Pune","2017","33000","Petrol","Automatic","First","21.4","1197","83.1","5","7.25","Maruti","Baleno"
"Mumbai","2010","95000","Diesel","Manual","Second","17","1896","105","5","3.25","Skoda","Laura"
"Kolkata","2012","34000","Diesel","Manual","First","20.64","1498","108.5","5","3.4","Volkswagen","Vento"
"Coimbatore","2014","102865","Diesel","Automatic","First","12.07","2967","241.4","7","30.5","Audi","Q7"
"Kochi","2016","52378","Petrol","Manual","First","17","1591","121.3","5","7.97","Hyundai","Verna"
"Delhi","2012","38000","Diesel","Automatic","First","14.84","2143","170","5","13.51","Mercedes-Benz","New"
"Kochi","2015","60334","Diesel","Manual","First","25.8","1498","98.6","5","5.43","Honda","Amaze"
"Chennai","2010","107000","Petrol","Manual","First","16.6","1388","68","5","2.6","Ford","Fiesta"
"Bangalore","2013","445000","Petrol","Manual","First","18.5","1197","82.9","5","4.45","Hyundai","i20"
"Kolkata","2017","2196","Petrol","Manual","First","22.74","796","47.3","5","2.75","Maruti","Alto"
"Kolkata","2010","24000","Petrol","Automatic","First","10.6","2996","258","5","8.75","BMW","5"
"Coimbatore","2015","44846","Petrol","Manual","Second","14.6","1368","88.7","5","5.41","Fiat","Grande"
"Kochi","2018","64035","Diesel","Automatic","First","28.4","1248","73.75","5","8.55","Maruti","Dzire"
"Mumbai","2014","45600","Diesel","Manual","First","15.1","2179","140","7","8.25","Mahindra","XUV500"
"Kochi","2014","102001","Diesel","Automatic","First","11.1","2400","200","7","23.58","Volvo","XC90"
"Coimbatore","2014","47439","Petrol","Manual","First","20.36","1197","78.9","5","4.49","Hyundai","i10"
"Hyderabad","2010","193254","Diesel","Manual","First","11.5","2982","171","7","12.99","Toyota","Fortuner"
"Bangalore","2016","29000","Petrol","Automatic","First","21.9","624","37.48","4","2.8","Tata","Nano"
"Coimbatore","2016","51681","Diesel","Manual","First","19.98","1461","108.5","8","8.43","Renault","Lodgy"
"Hyderabad","2015","50000","Diesel","Automatic","First","12.07","2967","241.4","7","47.5","Audi","Q7"
"Mumbai","2016","42666","Petrol","Automatic","First","18","1497","117.3","5","8.95","Honda","City"
"Jaipur","2013","65000","Diesel","Manual","Second","19.01","1461","108.45","5","5.5","Renault","Duster"
"Jaipur","2014","18776","Petrol","Manual","First","17.8","1198","86.7","5","4.75","Honda","Amaze"
"Jaipur","2016","6714","Petrol","Manual","First","18","1198","86.7","5","4.75","Honda","Amaze"
"Pune","2009","40000","Petrol","Automatic","Second","12.05","1995","154","5","9.5","BMW","3"
"Coimbatore","2011","88539","Diesel","Manual","First","23.2","1248","73.94","5","3.77","Maruti","Ritz"
"Delhi","2012","65055","Petrol","Manual","Second","17","1497","118","5","4.25","Honda","City"
"Mumbai","2014","23000","Diesel","Automatic","First","18.88","1995","184","5","19.9","BMW","3"
"Chennai","2009","60000","Diesel","Manual","First","15","1896","105","5","4","Volkswagen","Jetta"
"Kochi","2013","59350","Petrol","Manual","First","19.1","1197","85.8","5","4.16","Maruti","Swift"
"Bangalore","2015","19000","Diesel","Automatic","Second","16.36","2179","187.7","5","38","Jaguar","XF"
"Kochi","2016","45560","Petrol","Automatic","First","16.9","1197","82","5","6.34","Hyundai","Xcent"
"Pune","2009","118000","Diesel","Manual","First","12.8","2494","102","8","4.5","Toyota","Innova"
"Chennai","2016","55000","Petrol","Manual","First","15.1","1196","73","7","3.75","Maruti","Eeco"
"Delhi","2012","60000","Diesel","Automatic","Second","15.2","1968","140.8","5","10.2","Audi","A4"
"Chennai","2007","145000","Diesel","Manual","First","12.8","2494","102","8","5","Toyota","Innova"
"Mumbai","2008","46810","Petrol","Manual","First","9.8","1995","163.5","5","3.95","Maruti","Grand"
"Coimbatore","2016","62767","Diesel","Manual","First","20.34","1498","103.2","5","9.75","Volkswagen","Vento"
"Kochi","2018","18553","Petrol","Manual","First","18.6","1197","81.86","5","7.93","Hyundai","Elite"
"Hyderabad","2011","143143","Diesel","Manual","First","17.8","1399","67","5","2.1","Ford","Fiesta"
"Coimbatore","2015","53497","Diesel","Manual","First","13.5","2477","175.56","7","16.42","Mitsubishi","Pajero"
"Bangalore","2011","148000","Diesel","Manual","Second","14.66","2199","194.3","7","8.9","Hyundai","Santa"
"Pune","2012","95000","Diesel","Manual","First","15.1","2179","140","7","7.21","Mahindra","XUV500"
"Chennai","2015","100000","Diesel","Manual","First","12.8","2494","102","8","13.5","Toyota","Innova"
"Chennai","2016","29000","Diesel","Automatic","First","11.57","2987","254.79","5","65","Mercedes-Benz","GLE"
"Bangalore","2014","87000","Diesel","Manual","First","12.05","2179","120","7","7.4","Mahindra","Scorpio"
"Kochi","2014","56838","Petrol","Automatic","First","16.8","1497","118","5","5.15","Honda","City"
"Pune","2013","100000","Diesel","Automatic","First","12","2987","224","7","32","Mercedes-Benz","GL-Class"
"Kolkata","2011","125000","Petrol","Manual","First","17","1497","118","5","3.25","Honda","City"
"Kolkata","2017","17000","Petrol","Automatic","First","22.5","998","67","5","3.95","Maruti","Wagon"
"Pune","2013","70000","Petrol","Manual","Second","15.4","1193","65","5","1.5","Tata","Indigo"
"Pune","2010","50000","Petrol","Manual","Second","17","1197","80","5","3","Hyundai","i20"
"Kolkata","2010","39800","Petrol","Manual","First","16","1198","90","5","1.99","Honda","Jazz"
"Kolkata","2010","60000","Petrol","Manual","First","19","998","66.1","5","1.35","Maruti","A-Star"
"Hyderabad","2009","58000","Diesel","Automatic","First","16.07","1995","181","5","13.5","BMW","3"
"Hyderabad","2010","110009","Diesel","Manual","First","17.67","1968","138.08","5","6.99","Skoda","Yeti"
"Hyderabad","2013","85000","Diesel","Manual","First","19.01","1461","108.5","5","8.5","Nissan","Terrano"
"Pune","2010","84000","Diesel","Manual","Second","22.07","1199","73.9","5","2.89","Volkswagen","Polo"
"Mumbai","2011","51000","Diesel","Automatic","First","22.69","1995","190","5","10.5","BMW","3"
"Kochi","2013","68880","Petrol","Manual","First","16.95","1498","97.7","5","3.97","Nissan","Sunny"
"Chennai","2017","5500","Petrol","Automatic","First","24.07","998","67.1","5","4.25","Maruti","Alto"
"Coimbatore","2016","40052","Petrol","Manual","First","21.1","1197","85.8","5","6.17","Maruti","Ritz"
"Coimbatore","2016","47293","Diesel","Automatic","First","14.16","1968","174.3","5","38.72","Audi","Q5"
"Hyderabad","2013","79663","Diesel","Manual","First","16.8","1493","110","5","6.5","Hyundai","Verna"
"Jaipur","2013","63000","Diesel","Manual","Second","25.8","1498","98.6","5","4.25","Honda","Amaze"
"Kolkata","2014","45000","Diesel","Manual","First","26","1498","98.6","5","4.75","Honda","City"
"Kochi","2014","56501","Diesel","Automatic","First","12.9","2755","174.5","7","17.71","Toyota","Fortuner"
"Jaipur","2015","58000","Diesel","Manual","First","20.34","1498","103.2","5","5.85","Volkswagen","Vento"
"Coimbatore","2011","51602","Diesel","Automatic","First","22.48","1995","190","5","17.27","BMW","5"
"Hyderabad","2007","74199","Diesel","Automatic","First","16.07","1995","181","5","9.25","BMW","3"
"Ahmedabad","2017","25000","Petrol","Automatic","First","13","1591","121.3","5","12.75","Hyundai","Creta"
"Pune","2016","70000","Diesel","Automatic","Second","21.76","1995","190","5","27","BMW","3"
"Bangalore","2013","25000","Diesel","Automatic","Second","14.84","2143","167.62","5","21","Mercedes-Benz","New"
"Hyderabad","2017","22000","Diesel","Manual","First","26.59","1248","74","5","7.95","Maruti","Swift"
"Hyderabad","2015","47020","Petrol","Manual","Second","23.1","998","67.04","5","4.5","Maruti","Celerio"
"Mumbai","2017","8000","Diesel","Automatic","First","19.59","1995","187.74","5","33.75","BMW","3"
"Delhi","2010","73000","Diesel","Automatic","First","11.33","4134","335.2","7","17.51","Audi","Q7"
"Kochi","2017","36973","Petrol","Manual","First","18.2","1199","88.7","5","6.8","Honda","Jazz"
"Coimbatore","2014","42083","Petrol","Manual","First","25.4","624","37.48","4","1.68","Tata","Nano"
"Chennai","2016","61000","Petrol","Manual","First","24.7","796","47.3","5","2.9","Maruti","Alto"
"Mumbai","2014","43628","Petrol","Manual","First","22.5","998","67.04","5","3.16","Maruti","Wagon"
"Jaipur","2014","60000","Diesel","Manual","First","24.4","1120","71","5","3.9","Hyundai","Xcent"
"Delhi","2010","54000","Petrol","Manual","Second","17.8","1199","76.8","5","1.95","Chevrolet","Beat"
"Kochi","2015","27001","Diesel","Automatic","First","16.36","2179","187.7","5","26.52","Jaguar","XF"
"Chennai","2010","52000","Diesel","Automatic","First","18.33","1968","167.7","5","9","Volkswagen","Passat"
"Hyderabad","2012","80000","Diesel","Manual","First","21.27","1396","88.76","5","4.5","Hyundai","i20"
"Chennai","2008","160000","Diesel","Manual","First","10.5","2835","107.2","6","8.75","Mitsubishi","Pajero"
"Chennai","2018","3300","Diesel","Automatic","First","24.3","1248","88.5","5","11.5","Maruti","Vitara"
"Delhi","2016","35027","Petrol","Manual","First","24.07","998","67.1","5","3","Maruti","Alto"
"Coimbatore","2015","26568","Petrol","Manual","First","21.1","814","55.2","5","3.79","Hyundai","EON"
"Ahmedabad","2015","59000","Diesel","Manual","First","28.09","1248","88.5","5","6","Maruti","Ciaz"
"Bangalore","2016","51000","Diesel","Manual","First","19.67","1582","126.2","5","13.25","Hyundai","Creta"
"Delhi","2012","56400","Diesel","Automatic","First","17.2","1968","138.1","5","8","Skoda","Superb"
"Hyderabad","2015","80000","Diesel","Manual","First","20.14","1498","88.8","5","5.8","Volkswagen","Polo"
"Hyderabad","2013","107000","Diesel","Manual","Second","12.99","2494","100.6","7","13.5","Toyota","Innova"
"Pune","2014","100000","Diesel","Automatic","First","14.21","2143","203","5","25","Mercedes-Benz","E-Class"
"Kochi","2016","59998","Diesel","Manual","First","20.14","1498","88.8","5","5.49","Volkswagen","Polo"
"Hyderabad","2013","105000","Diesel","Automatic","First","17.32","1968","150","5","19","Audi","Q3"
"Kolkata","2011","36000","Petrol","Manual","First","18.5","1197","80","5","2.5","Hyundai","i20"
"Kolkata","2015","24350","Petrol","Manual","Second","19.81","1086","68.05","5","3","Hyundai","i10"
"Kochi","2018","28973","Diesel","Manual","First","24.7","1047","69","5","6.64","Tata","Tigor"
"Kochi","2017","8243","Petrol","Manual","First","21.1","814","55.2","5","3.21","Hyundai","EON"
"Chennai","2009","136642","Petrol","Manual","Second","17.92","1086","62.1","5","1.55","Hyundai","Santro"
"Hyderabad","2011","60000","Petrol","Manual","First","17.92","1086","62.1","5","2.59","Hyundai","Santro"
"Chennai","2008","100000","Diesel","Manual","Second","12.7","2609","120","8","4","Mahindra","Scorpio"
"Jaipur","2010","48689","Petrol","Manual","First","17.4","1497","117.3","5","3.87","Honda","City"
"Bangalore","2017","45000","Diesel","Manual","First","24.3","1248","88.5","5","9.75","Maruti","Vitara"
"Kochi","2019","38163","Diesel","Automatic","First","17.11","1968","174.33","5","32.91","Audi","A4"
"Chennai","2011","43800","Diesel","Automatic","Second","14.21","2143","203","5","16.75","Mercedes-Benz","E-Class"
"Jaipur","2007","92000","Petrol","Manual","First","13.5","1799","130","5","1.9","Honda","Civic"
"Kochi","2017","14064","Petrol","Manual","First","18.6","1197","81.83","5","6.59","Hyundai","i20"
"Coimbatore","2017","42366","Diesel","Automatic","First","15.73","1968","174.33","5","31.93","Audi","Q3"
"Jaipur","2014","76551","Diesel","Manual","First","25.1","1498","98.6","5","7.25","Honda","City"
"Pune","2008","72672","Petrol","Manual","First","19.81","1086","68.05","5","1.9","Hyundai","i10"
"Kolkata","2015","45000","Diesel","Manual","First","25.2","1248","74","5","3.55","Maruti","Swift"
"Hyderabad","2012","91696","Diesel","Automatic","First","11.4","2953","153.86","7","9.25","Ford","Endeavour"
"Kochi","2009","66484","Petrol","Manual","First","13.8","1299","70","5","1.65","Ford","Ikon"
"Coimbatore","2019","15456","Diesel","Automatic","First","20.68","1995","190","5","36.64","BMW","X1"
"Mumbai","2011","55000","Diesel","Automatic","Second","14.21","2143","203","5","16","Mercedes-Benz","E-Class"
"Kochi","2019","21112","CNG","Manual","First","15.1","1196","73","5","5.38","Maruti","Eeco"
"Ahmedabad","2014","61297","Diesel","Manual","First","25.8","1498","98.6","5","4.35","Honda","Amaze"
"Hyderabad","2006","80000","Petrol","Manual","Second","17.3","993","60","5","1.2","Maruti","Zen"
"Jaipur","2013","59000","Petrol","Manual","Second","18.5","1197","80","5","4.1","Hyundai","i20"
"Chennai","2009","150000","Diesel","Automatic","First","11","2993","235","5","18.75","BMW","X5"
"Coimbatore","2017","60083","Diesel","Manual","First","19.67","1582","126.2","5","13.78","Hyundai","Creta"
"Kolkata","2016","85450","Diesel","Manual","First","26.59","1248","74","5","4","Maruti","Swift"
"Jaipur","2013","88000","Diesel","Manual","First","22.9","1248","74","5","4.33","Maruti","Swift"
"Kochi","2015","81828","Diesel","Manual","First","24","1186","73.97","5","5.43","Hyundai","Grand"
"Mumbai","2016","18000","Petrol","Manual","First","18.16","1196","86.8","5","4.9","Ford","Figo"
"Chennai","2017","15000","Diesel","Automatic","First","15.97","2993","258","5","70","BMW","X5"
"Kolkata","2016","34000","Diesel","Automatic","First","11.78","2143","167.62","5","25.5","Mercedes-Benz","New"
"Ahmedabad","2015","46000","Petrol","Automatic","First","18.9","1197","82","5","5.1","Hyundai","Grand"
"Hyderabad","2013","48158","Diesel","Manual","First","22.32","1582","126.32","5","6.7","Hyundai","Verna"
"Hyderabad","2013","93000","Diesel","Automatic","First","16.73","2993","218","5","26.5","BMW","5"
"Ahmedabad","2013","71007","Diesel","Manual","First","23.08","1461","63.1","5","3.9","Nissan","Micra"
"Pune","2010","63067","Petrol","Manual","Second","15.5","1586","103.3","5","2.7","Maruti","SX4"
"Hyderabad","2011","70259","Diesel","Manual","First","21.12","1248","88.8","5","2.95","Tata","Manza"
"Ahmedabad","2015","13000","Diesel","Automatic","First","16.55","1968","140","5","23","Audi","A4"
"Pune","2009","140000","Diesel","Manual","Second","17.8","1248","75","5","2.49","Maruti","Swift"
"Jaipur","2015","130000","Diesel","Manual","First","25.2","1248","74","5","4.5","Maruti","Swift"
"Delhi","2011","89401","Diesel","Manual","First","21.43","1364","87.2","5","4.5","Toyota","Corolla"
"Hyderabad","2015","67000","Diesel","Manual","First","27.3","1498","98.6","5","6.9","Honda","Jazz"
"Kochi","2010","65329","Petrol","Automatic","First","7.94","4395","450","4","20.72","BMW","6"
"Jaipur","2010","72000","Petrol","Manual","First","16.25","1198","73.9","5","2.21","Skoda","Fabia"
"Mumbai","2011","82000","Diesel","Automatic","Second","12.35","2179","187.74","5","13.9","Land","Rover"
"Pune","2010","85000","Petrol","Manual","First","15.3","1596","101","5","1.46","Ford","Fiesta"
"Pune","2012","83000","Diesel","Automatic","First","19.08","1582","126.32","5","6","Hyundai","Verna"
"Jaipur","2016","26000","Petrol","Manual","First","21.7","999","67","5","3","Renault","KWID"
"Delhi","2012","27000","Diesel","Manual","First","22.3","1248","88.8","5","3.5","Tata","Indica"
"Kochi","2018","37746","Diesel","Manual","First","21.19","1396","88.73","5","7.59","Hyundai","i20"
"Mumbai","2009","63274","Petrol","Manual","Second","15","1586","104.68","5","1.99","Maruti","SX4"
"Hyderabad","2016","25000","Petrol","Manual","First","25.17","799","53.3","5","3.8","Renault","KWID"
"Bangalore","2013","197000","Diesel","Manual","First","11.68","2498","112","7","4","Mahindra","Xylo"
"Bangalore","2013","45010","Petrol","Manual","Second","21.1","814","55.2","5","2.95","Hyundai","EON"
"Delhi","2013","75348","Diesel","Manual","First","25.8","1498","98.6","5","3.75","Honda","Amaze"
"Kolkata","2010","90110","Diesel","Manual","First","22.07","1199","73.9","5","2.5","Volkswagen","Polo"
"Pune","2011","102013","Petrol","Manual","First","17","1497","118","5","3.75","Honda","City"
"Pune","2015","36000","Diesel","Automatic","First","12.55","2982","168.5","7","22","Toyota","Fortuner"
"Kochi","2017","37578","Petrol","Manual","First","18","1198","86.7","5","6.14","Honda","Amaze"
"Pune","2015","46001","Diesel","Automatic","First","20.58","1995","143","5","16","BMW","1"
"Hyderabad","2014","46559","Petrol","Automatic","First","23.1","998","67.04","5","3.75","Maruti","Celerio"
"Mumbai","2015","48000","Diesel","Manual","First","12.99","2494","100.6","8","11.75","Toyota","Innova"
"Pune","2013","46000","Diesel","Automatic","Second","16.36","2179","187.7","5","24","Jaguar","XF"
"Hyderabad","2017","15000","Petrol","Manual","First","17.5","1199","88.7","5","8.9","Honda","WRV"
"Chennai","2012","85000","Diesel","Automatic","Third","17.05","1995","184","5","10","BMW","X1"
"Mumbai","2014","32000","Petrol","Automatic","First","14.3","1598","103.5","5","5.55","Skoda","Rapid"
"Kochi","2012","60818","Petrol","Manual","First","16.09","1598","103.5","5","3.59","Volkswagen","Vento"
